,0,1,2
4892,September 2013,skobola,"Graphicguy, I have heard somewhere that Tesla has tried to establish themselves as one of the companies and car manufacturers that has the online communications with its customers. Of course, as most of users will not be able to service their cars online, they still have to have actual service centers. Provided that most of us still have to test-drive the car before the purchase, I guess that this also involves dealerships. Therefore, I believe that the best way for you to find your information is at"
4893,September 2013,tifighter,"We are just finishing a new website at my company. Originally marketing was saying they thought it would be ready in March. Not live yet, so its a typical website rollout."
4894,September 2013,andres3,What kind of sales price would be equivalent to that lease deal?
4895,September 2013,markcincinnati,"Although I had read the R&T comparison on-line, my physical magazine arrived in the mail yesterday (Monday 9/23) -- and I re-read the Q50 v ATS v 335 v IS 350 F-Sport article.  I assume you could infer that I am carrying Infiniti's water, but the article did make a comment that even the loser (or 3rd finisher) in the bunch was a ""nice car."""
4896,September 2013,andres3,"Your findings on the S4 are the same as mine.  Which is why I ordered one lightly optioned and got the dealer to agree to take only 50K out of my bank accounts (don't worry, CA will take about 5K more before it's all said and done."
4897,September 2013,graphicguy,"Mark...you'll get not rebuttal from me regarding the S4.  Drop the ""pearlescent"" paint, the hi-zoot seats, and the ""whatzatstuff"" trim, and you should be able to make a case for a low $50-ish check with your dealer (but you'll probably have to go to Beechmont Audi to make that score)."
4898,September 2013,tlong,
4899,September 2013,andres3,"Thanks, well, if it performs as reliably as my '06 A3 with 104K+ miles, I'll be a very happy camper."
4900,September 2013,nyccarguy,My friend didn't remember the particulars of the exact sale price.  The MSRP was in the $37 - $38K neighborhood
4901,September 2013,graphicguy,"andres3....don't use my experience as a measuring stick.  I came to the conclusion a while ago that both dealers around me have relatively inept service depts.  But, as long as they keep me in some nice loaners (which they have), I'll put up with it...at least until the new '15 TLs come out."
4902,September 2013,igozoomzoom,"Even with all the revisions, the 2013 TL (especially the 'Base' model) is not appealing to me in the least.  It's not blatantly hideous like the 2009 version, but it's so bland looking down the boring wheel design.  The Special Edition looks much better, IMO."
4903,September 2013,sichin2000,"Having leased the original 335i (before kids) it was the best drive I ever had even tho it was in the shop for a blown accessory belt and the High Pressure Fuel pump.  The service, loaner car and refund of a lease payment does offset the inconvenience."
4904,September 2013,flightnurse,S4: Bland styling (I had a 02 A4 1.8t and there hasn't been much change)
4905,September 2013,ivan_99,I took that statement referring to the design exclusively...meaning there hasn't been a dramatic change in design; such as the new impala compared to the old one.
4906,September 2013,andres3,"LOL, the difference between the 1.8 T and 2.0T is worlds apart if you ask me, and that's the 200 HP 2.0T version."
4907,September 2013,sichin2000,I know -  it was just a frame of reference for styling and how Audi used to be the leader and now seems stale and now Benz is the most progressive.
4908,September 2013,andres3,"For me I still can't get over how the C-class cars, (and I'm guessing the CLA) don't have body colored roof seams (or even better, no roof seam rails at all (ala VW/Audi)."
4909,September 2013,markcincinnati,"The interior of the S4 with two options -- upgraded seats and the ""pinstripe suit"" dash trim is drop dead gorgeous."
4910,September 2013,graphicguy,335i vs S4.  Have owned both.  S4 wins.
4911,September 2013,markcincinnati,"The CLA has been the cause of a decent amount of journalistic drool for months and months and months.  The tarted up version has caused some who write about cars and get paid for doing so to be unabashedly aroused, in fact."
4912,September 2013,andres3,"If your 6'2"" or taller the IS350 may still be a tad ""small"" for your tastes."
4913,September 2013,robr2,
4914,September 2013,graphicguy,You guys are making me want to take an IS350 for a test drive.  Might as well take a gander at the GS350 while I'm at it.;)
4915,September 2013,flightnurse,I saw the CLA in the showroom and the interior is clearly not the same as E class and probably on .
4916,September 2013,graphicguy,"FN...it seems like they've had the CLA announced for a year.  But, as you say, they aren't even in the showrooms, yet.  By the time they hit, all that ""pre""-delivery marketing will have been forgotten."
4917,September 2013,flightnurse,"Mark, styling goes a long way with people, I'm not a fan of the new look Lexus is going. It can win all the comparison test it can."
4918,September 2013,sweendogy,Not that I'm a leasing guy - the stats provided about are interesting. Why is Infiniti keeping this G around another year at discounted pricing? Is it to claim a market share gain vs the big boys ? I don't get it. 150 bux diff a month is real money on a car you don't own anyway.
4919,September 2013,igozoomzoom,"They've reduced the G37 lineup to just the RWD Journey and Base AWD models and they've cut the base price by $4,800 on both.  So the G37 Journey RWD starts at $32,550 for 2014 compared to 2013's base price of $37,350!  The only options available are the Premium Pkg (Leather, Moonroof, Bose) and Navigation Package."
4920,September 2013,sweendogy,"G37 might be an old design but put it up against the old tL, the tsxthe Audi a4 2.0 or even the new BMW 320 and its a huge bargain agreed.  Throw in a fancy lease lease rate and bam, market share. I still don't get it thou. Why confuse people more - every car will be a q right - but this ones a g.  At these prices makes you wonder why one, a person looking for a performing sedan and a deal would consider anything else - that includes the new q"
